company_name,category,website,email,all_emails,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
Doctor Station DrS dental clinic,Dental clinic,,,,+968 7172 7008,"Al Maha St, Muscat, Oman",,,,5.0,169,,,,Dentists in Muscat,https://www.google.com/maps/place/Doctor+Station+DrS+dental+clinic/data=!4m7!3m6!1s0x3e91ffaa11f17813:0x238ff661435018a6!8m2!3d23.5666748!4d58.4132445!16s%2Fg%2F11t_l_69ct!19sChIJE3jxEar_kT4RphhQQ2H2jyM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:36:24.514Z,,,healthcare,healthcare,,,,false,0.95,rules,middle-east
Istishari Hospital,Hospital,http://istisharihospital.com/,,,+962 6 500 1000,"44 Al Kindi Street, King Abdallah Gardens Intersection, Amman, Jordan",https://www.linkedin.com/company/istishari-hospital/,https://www.facebook.com/Istishari/,,3.4,684,,,,Hospitals in Amman,https://www.google.com/maps/place/Istishari+Hospital/data=!4m7!3m6!1s0x151ca05b10fff291:0x76d1d5e86c4c69af!8m2!3d31.9655451!4d35.8859788!16s%2Fg%2F11g9l_v7b_!19sChIJkfL_EFugHBURr2lMbOjV0XY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:38:39.143Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Alexandria Family Dental Care,Dentist,https://www.alexandriafamilydentalcare.com/,,,(318) 445-0667,"160 Windermere Blvd, Alexandria, LA 71303",,,,4.6,188,,,,Dentists in Alexandria,https://www.google.com/maps/place/Alexandria+Family+Dental+Care/data=!4m7!3m6!1s0x863ab4faf36e3bc5:0x26b0ae7d9bffc63c!8m2!3d31.2940161!4d-92.4924008!16s%2Fg%2F11bw14zpqr!19sChIJxTtu8_q0OoYRPMb_m32usCY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:39:22.237Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,middle-east
Alexandria Smile Center,Dentist,http://www.thealexandriadentist.com/,,,(318) 545-7606,"2238 Worley Dr, Alexandria, LA 71301",,https://www.facebook.com/alexandriasmilecenter/,https://www.instagram.com/alexandriasmilecenter/,4.9,89,,,,Dentists in Alexandria,https://www.google.com/maps/place/Alexandria+Smile+Center/data=!4m7!3m6!1s0x863ab55686243aaf:0x98c6a375184d80e5!8m2!3d31.2751848!4d-92.4631498!16s%2Fg%2F11pgt1lltr!19sChIJrzokhla1OoYR5YBNGHWjxpg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:39:22.237Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Greg Robertson DDS,Dentist,,,,(888) 217-6326,"1201 Texas Ave, Alexandria, LA 71301",,,,4.9,123,,,,Dentists in Alexandria,https://www.google.com/maps/place/Greg+Robertson+DDS/data=!4m7!3m6!1s0x863ab4d97e179e6d:0x665dfa4d6209b2a2!8m2!3d31.2920305!4d-92.473883!16s%2Fg%2F1vfzfk3k!19sChIJbZ4Xftm0OoYRorIJYk36XWY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:39:22.237Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
מרפאת שיניים בתל אביב - רופא שיניים בתל אביב: רשת שיניים,Dental clinic,https://shinaim.net/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,,,+972 3-535-9115,"Zeitlin St 1, Tel Aviv-Yafo, Israel",,,,4.6,102,,,,Dentists in Tel Aviv,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91:+%D7%A8%D7%A9%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b5e6c6eeadf:0x11a66d487de1bafb!8m2!3d32.0796301!4d34.7815548!16s%2Fg%2F11gm8drn69!19sChIJ3-pubF5LHRUR-7rhfUhtphE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:40:46.164Z,,,healthcare,healthcare,,,,false,0.95,rules,middle-east
Phoenix Dental Clinic - Dr Rassi,Dentist,http://www.hrassi.com/,,,+961 1 202 430,"Gergi Zeidan, Beirut, Lebanon",,http://www.facebook.com/,,5.0,74,,,,Dentists in Beirut,https://www.google.com/maps/place/Phoenix+Dental+Clinic+-+Dr+Rassi/data=!4m7!3m6!1s0x151f16fd2b238867:0xe706b19c8b76c584!8m2!3d33.8903509!4d35.5110164!16s%2Fg%2F11gfd0k1ft!19sChIJZ4gjK_0WHxURhMV2i5yxBuc?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:42:13.678Z,,,healthcare,healthcare,,,,false,0.95,rules,middle-east
DentaCare Clinic,Dental clinic,,,,+961 76 801 211,"Jnah, Bir Hassan، بيروت, Lebanon",,,,5.0,125,,,,Dentists in Beirut,https://www.google.com/maps/place/DentaCare+Clinic/data=!4m7!3m6!1s0x151f173ceecfe2ad:0xeec3c63912fa0f0!8m2!3d33.864158!4d35.4899789!16s%2Fg%2F11sszgm3yr!19sChIJreLP7jwXHxUR8KAvkWM87A4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:42:13.678Z,,,healthcare,healthcare,,,,false,0.95,rules,middle-east
"NRS Multispecialty Hospital Wakad PCMC|Orthopedic, Gastro, Cardiology, Urology, Neurology, ENT Treatment|ICU & 24/7 Emergency",Hospital,http://www.nrshospital.com/,,,+91 99236 02900,"1st Floor, Solitaire Business Hub Opp Hotel Ambiance, Kalewadi Phata, Wakad, Pune, Maharashtra 411057, India",,https://www.facebook.com/nrshospitalofficial,https://www.instagram.com/nrshospitalofficial,4.3,393,,,,Hospitals in Pune,"https://www.google.com/maps/place/NRS+Multispecialty+Hospital+Wakad+PCMC%7COrthopedic,+Gastro,+Cardiology,+Urology,+Neurology,+ENT+Treatment%7CICU+%26+24%2F7+Emergency/data=!4m7!3m6!1s0x3bc2b9390f67e2a1:0xc5a4817c14886b39!8m2!3d18.6006979!4d73.775239!16s%2Fg%2F11h05c1fk8!19sChIJoeJnDzm5wjsROWuIFHyBpMU?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,,47,C,2026-08-19T20:47:15.988Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,south-asia
Near Dental Clinic - Ayala Central Bloc,Dental clinic,,,,+63 956 367 1888,"3rd Floor, Ayala Central Bloc, Cebu IT Park, Apas, Cebu City, 6000 Cebu, Philippines",,,,4.9,162,,,,Dentists in Cebu,https://www.google.com/maps/place/Near+Dental+Clinic+-+Ayala+Central+Bloc/data=!4m7!3m6!1s0x33a9990debe67f45:0xf6bdf98923f4b382!8m2!3d10.3298721!4d123.9081332!16s%2Fg%2F11nps9mtzv!19sChIJRX_m6w2ZqTMRgrP0I4n5vfY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:50:43.034Z,,,healthcare,healthcare,,,,false,0.95,rules,southeast-asia
D&G Dental Clinic,Dental clinic,https://cebudentalimplants.com/dental-clinic-cebu-near-me,,,+63 919 000 7192,"Room 5 Ground Floor, Leyson Building, 26, 6000, Dionisio Jakosalem St, Cebu City, Philippines",,https://www.facebook.com/cebudentalimplants,,4.8,81,,,,Dentists in Cebu,https://www.google.com/maps/place/D%26G+Dental+Clinic/data=!4m7!3m6!1s0x33a99b36b33b0ebd:0x4c3fb7f22823ae3e!8m2!3d10.2942113!4d123.901268!16s%2Fg%2F11h4wkvd2n!19sChIJvQ47szabqTMRPq4jKPK3P0w?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:50:43.034Z,,,healthcare,healthcare,,,,false,0.95,rules,southeast-asia
Nha khoa Euro Dental,Dentist,,,,+84 927 185 666,"122 P. Nguyễn Thái Học, Ba Đình, Hà Nội, Vietnam",,,,4.9,153,,,,Dentists in Hanoi,https://www.google.com/maps/place/Nha+khoa+Euro+Dental/data=!4m7!3m6!1s0x3135ab105f7ccf7b:0xf99b1f8bcda29405!8m2!3d21.0318899!4d105.8313143!16s%2Fg%2F11q4c_l0s_!19sChIJe898XxCrNTERBZSizYsfm_k?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:53:24.933Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,southeast-asia
Frendly Dental Implant Surgery,Dental clinic,http://www.dental-implants-srilanka.com/,,,+94 112 366 990,"18 Hampden Ln Colombo 6, Colombo 00600, Sri Lanka",,,https://www.instagram.com/smilehollywoodcom,4.2,213,,,,Dentists in Colombo,https://www.google.com/maps/place/Frendly+Dental+Implant+Surgery/data=!4m7!3m6!1s0x3ae25bb701bfda85:0xe3eddb6cc3c0eb87!8m2!3d6.8751608!4d79.865668!16s%2Fg%2F1hm3lgsjs!19sChIJhdq_Abdb4joRh-vAw2zb7eM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:56:13.146Z,,,healthcare,healthcare,,,,false,0.95,rules,south-asia
Alliance hospital limited,General hospital,https://alliancehospitalbd.com/,,,+880 9666-726272,"24/3 Khilji Road, Ring Rd, Dhaka 1207, Bangladesh",https://www.linkedin.com/in/alliancehospitalbd,https://www.facebook.com/alliancehospitallimited,https://www.instagram.com/alliancehospitalltd/,3.7,129,,,,Hospitals in Dhaka,https://www.google.com/maps/place/Alliance+hospital+limited/data=!4m7!3m6!1s0x3755c1b64516dd81:0x688d6881b977d083!8m2!3d23.7743777!4d90.3641853!16s%2Fg%2F11vb5ypsch!19sChIJgd0WRbbBVTcRg9B3uYFojWg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T20:58:19.490Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Nelson Mandela Children's Hospital (NMCH),Children's hospital,https://www.nelsonmandelachildrenshospital.org/,,,+27 10 133 0600,"6 Jubilee Rd, Parktown, Johannesburg, 2193, South Africa",,,,4.5,156,,,,Hospitals in Johannesburg,https://www.google.com/maps/place/Nelson+Mandela+Children%27s+Hospital+%28NMCH%29/data=!4m7!3m6!1s0x1e950c15216dd1e5:0xb8c6e1a7bfd49226!8m2!3d-26.1793303!4d28.0393699!16s%2Fg%2F11bv1v54fv!19sChIJ5dFtIRUMlR4RJpLUv6fhxrg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:01:07.840Z,,,healthcare,healthcare,,,,false,0.7,rules,africa
The Smile Restore Dental Clinics (East Legon Branch),Dental clinic,,,,+233 27 362 8321,"Aar-Baakor St, Accra, Ghana",,,,4.6,873,,,,Dentists in Accra,https://www.google.com/maps/place/The+Smile+Restore+Dental+Clinics+%28East+Legon+Branch%29/data=!4m7!3m6!1s0xfdf85bd8d5f610f:0xcb44c643e7d946ae!8m2!3d5.6701949!4d-0.1502248!16s%2Fg%2F11gr3q39tw!19sChIJD2Ffjb2F3w8RrkbZ50PGRMs?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:01:49.343Z,,,healthcare,healthcare,,,,false,0.95,rules,africa
LaserGlow Dental Adabraka Branch,Dental clinic,,,,+233 20 068 5313,"Accra, Ghana",,,,4.8,139,,,,Dentists in Accra,https://www.google.com/maps/place/LaserGlow+Dental+Adabraka+Branch/data=!4m7!3m6!1s0xfdf9b212456008f:0x74d1b58dbe22636!8m2!3d5.5674568!4d-0.213429!16s%2Fg%2F11tcw0zlhn!19sChIJjwBWJCGb3w8RNibi21gbTQc?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:01:49.343Z,,,healthcare,healthcare,,,,false,0.95,rules,africa
Rayan Medical Centre,Hospital,,,,+233 30 296 3991,"Asoredanho Bus Stop, 92 Dansoman Rd, Accra, Ghana",,,,4.7,132,,,,Hospitals in Accra,https://www.google.com/maps/place/Rayan+Medical+Centre/data=!4m7!3m6!1s0xfdf99c2fdf69729:0xb0d5864388c62dc6!8m2!3d5.5699025!4d-0.2554731!16s%2Fg%2F11r0x9pddp!19sChIJKZf2_cKZ3w8Rxi3GiEOG1bA?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:02:31.042Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,africa
Overlake Medical Center,Medical clinic,https://www.overlakehospital.org/,,,(425) 688-5000,"1035 116th Ave NE, Bellevue, WA 98004",https://www.linkedin.com/company/overlake-medical-center-and-clinics,https://www.facebook.com/overlakemedicalcenter,https://www.instagram.com/overlakemedicalcenter/,3.3,698,,,,Hospitals in Seattle,https://www.google.com/maps/place/Overlake+Medical+Center/data=!4m7!3m6!1s0x54906ced9c87d997:0xcd48504ecc75e32d!8m2!3d47.6208526!4d-122.1869158!16s%2Fm%2F0l8pf00!19sChIJl9mHnO1skFQRLeN1zE5QSM0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:07:00.641Z,,,healthcare,healthcare,,,,false,0.95,rules,north-america
Advocate Trinity Hospital,General hospital,https://www.advocatehealth.com/trin,,,(773) 967-2000,"2320 E 93rd St, Chicago, IL 60617",https://www.linkedin.com/company/advocate-health-care,https://www.facebook.com/advocatehealthcare,https://www.instagram.com/advocatehealth/,2.7,590,,,,Hospitals in Chicago,https://www.google.com/maps/place/Advocate+Trinity+Hospital/data=!4m7!3m6!1s0x880e27dae0fe2669:0xb9301805f8f5c314!8m2!3d41.7263401!4d-87.5670825!16s%2Fm%2F04g3lc_!19sChIJaSb-4NonDogRFMP1-AUYMLk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:08:30.081Z,,,healthcare,healthcare,,,,false,0.7,rules,north-america
Weiss Memorial Hospital,Hospital,https://www.weisshospital.com/,,,(773) 878-8700,"4646 N Marine Dr, Chicago, IL 60640",https://www.linkedin.com/company/weiss-memorial-hospital/,https://www.facebook.com/weisshospital,https://www.instagram.com/weisshospital,2.6,439,,,,Hospitals in Chicago,https://www.google.com/maps/place/Weiss+Memorial+Hospital/data=!4m7!3m6!1s0x880fd3d06ae527ed:0x58a2366f8182dc54!8m2!3d41.9668227!4d-87.6497799!16zL20vMGc4djcy!19sChIJ7SflatDTD4gRVNyCgW82olg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:08:30.081Z,,,healthcare,healthcare,,,,false,0.7,rules,north-america
UI Health,University hospital,https://hospital.uillinois.edu/,,,(866) 600-2273,"1740 W Taylor St, Chicago, IL 60612",http://www.linkedin.com/company/uihealth,https://www.facebook.com/UIHealth,https://www.instagram.com/uihealth/,2.9,731,,,,Hospitals in Chicago,https://www.google.com/maps/place/UI+Health/data=!4m7!3m6!1s0x880e2d174ba466d9:0x186013a32375ce2!8m2!3d41.8694785!4d-87.6705817!16s%2Fm%2F0dr_s57!19sChIJ2WakSxctDogR4lw3MjoBhgE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:08:30.081Z,,,ui-ux-design,ui-ux-design; healthcare; education-training,healthcare; education-training,,,false,0.6,rules,north-america
Saint Anthony Hospital,General hospital,http://www.sahchicago.org/,,,(773) 484-1000,"2875 W 19th St, Chicago, IL 60623",https://www.linkedin.com/company/saint-anthony-hospital,https://www.facebook.com/SaintAnthonyHospitalChicago,https://www.instagram.com/saintanthonyhospital/,3.0,566,,,,Hospitals in Chicago,https://www.google.com/maps/place/Saint+Anthony+Hospital/data=!4m7!3m6!1s0x880e327dd9d89331:0x89580400a61e4ef6!8m2!3d41.855415!4d-87.698417!16s%2Fg%2F1tdkmtl9!19sChIJMZPY2X0yDogR9k4epgAEWIk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:08:30.081Z,,,healthcare,healthcare,,,,false,0.7,rules,north-america
East Los Angeles Doctors Hospital,General hospital,https://www.eladoctorshospital.com/,,,(323) 268-5514,"4060 Whittier Blvd, Los Angeles, CA 90023",https://www.linkedin.com/company/east-los-angeles-doctors-hospital/,https://www.facebook.com/EastLADoctorsHospital/,https://www.instagram.com/eastlosangelesdoctorshospital/,2.9,379,,,,Hospitals in Los Angeles,https://www.google.com/maps/place/East+Los+Angeles+Doctors+Hospital/data=!4m7!3m6!1s0x80c2cf404b23fad5:0xf99fea4f2eeec2e2!8m2!3d34.0233075!4d-118.1844839!16s%2Fg%2F11g7h1vy6y!19sChIJ1fojS0DPwoAR4sLuLk_qn_k?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:11:31.888Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,north-america
Victoria Clinic,Dental clinic,https://victoriaclinic.uk/,,,+44 7450 266440,"109 Corporation St, Manchester M4 4DX, United Kingdom",,https://www.facebook.com/victoriadentalclinic,https://instagram.com/victoriaclinic,4.4,476,,,,Dentists in Manchester,https://www.google.com/maps/place/Victoria+Clinic/data=!4m7!3m6!1s0x487bb1c7e4ca1e55:0x25c02af5122e4586!8m2!3d53.4881049!4d-2.2398856!16s%2Fg%2F12hqz72jk!19sChIJVR7K5Mexe0gRhkUuEvUqwCU?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:12:16.714Z,,,healthcare,healthcare,,,,false,0.95,rules,europe
Charité – Universitätsmedizin Berlin,University hospital,https://www.charite.de/,,,+49 30 45050,"Charitépl. 1, 10117 Berlin, Germany",https://de.linkedin.com/school/charite/,https://www.facebook.com/ChariteUniversitaetsmedizinBerlin/,https://www.instagram.com/chariteberlin/,3.3,941,,,,Hospitals in Berlin,https://www.google.com/maps/place/Charit%C3%A9+%E2%80%93+Universit%C3%A4tsmedizin+Berlin/data=!4m7!3m6!1s0x47a851954837dcf5:0x417c171d382c9e66!8m2!3d52.5264618!4d13.3766245!16zL20vMDdtX3dk!19sChIJ9dw3SJVRqEcRZp4sOB0XfEE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:14:02.289Z,,,healthcare,healthcare; education-training,education-training,,,false,0.6,rules,europe
Evangelical Hospital Queen Elisabeth Herzberge,General hospital,http://www.keh-berlin.de/,,,+49 30 54720,"Herzbergstraße 79, 10365 Bezirk Lichtenberg, Germany",https://www.linkedin.com/company/evangelisches-krankenhaus-k%C3%B6nigin-elisabeth-herzberge-ggmbh/,https://www.facebook.com/kehberlin,https://www.instagram.com/keh_berlin/,3.3,626,,,,Hospitals in Berlin,https://www.google.com/maps/place/Evangelical+Hospital+Queen+Elisabeth+Herzberge/data=!4m7!3m6!1s0x47a84ea103fdc80f:0x37f958df9401654!8m2!3d52.5273096!4d13.5074199!16s%2Fg%2F120scys7!19sChIJD8j9A6FOqEcRVBZA-Y2VfwM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:14:02.289Z,,,healthcare,healthcare,,,,false,0.7,rules,europe
BODYDENTAL München,Dentist,http://www.bodydental.de/,,,+49 89 337021,"Landsberger Str. 511, 81241 München-Pasing-Obermenzing, Germany",,https://www.facebook.com/pages/Bodydental/500952893328850,https://www.instagram.com/bodydental_pasing/,4.7,97,,,,Dentists in Munich,https://www.google.com/maps/place/BODYDENTAL+M%C3%BCnchen/data=!4m7!3m6!1s0x479e77e2a10ad525:0x3b34a42670588507!8m2!3d48.1464732!4d11.4616411!16s%2Fg%2F11bzypcwv2!19sChIJJdUKoeJ3nkcRB4VYcCakNDs?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:14:48.091Z,,,healthcare,healthcare,,,,false,0.7,rules,europe
Klinikum der Universität München,University hospital,https://www.lmu-klinikum.de/,,,+49 89 44000,"Ziemssenstraße 5, 80336 München, Germany",https://www.linkedin.com/company/lmu-klinikum/,https://de-de.facebook.com/LMU.Klinikum/,https://www.instagram.com/klinikum_lmu/,3.3,613,,,,Hospitals in Munich,https://www.google.com/maps/place/Klinikum+der+Universit%C3%A4t+M%C3%BCnchen/data=!4m7!3m6!1s0x479ddf5a19470169:0x8787338f1ed83971!8m2!3d48.1321457!4d11.5612684!16s%2Fg%2F1tdgj7dz!19sChIJaQFHGVrfnUcRcTnYHo8zh4c?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:15:11.958Z,,,healthcare,healthcare; education-training,education-training,,,false,0.6,rules,europe
München Klinik Neuperlach,Hospital,https://www.muenchen-klinik.de/krankenhaus/neuperlach/,,,+49 89 67940,"Oskar-Maria-Graf-Ring 51, 81737 München, Germany",https://www.linkedin.com/company/muenchen-klinik/,https://www.facebook.com/muenchenklinik,https://www.instagram.com/muenchenklinik/,3.1,576,,,,Hospitals in Munich,https://www.google.com/maps/place/M%C3%BCnchen+Klinik+Neuperlach/data=!4m7!3m6!1s0x479de065febc5073:0xa6e33b73292307ba!8m2!3d48.0948639!4d11.655432!16s%2Fg%2F1213tw0d!19sChIJc1C8_mXgnUcRugcjKXM746Y?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:15:11.958Z,,,healthcare,healthcare,,,,false,0.7,rules,europe
Montreal General Hospital,General hospital,https://muhc.ca/montreal-general-hospital,,,+1 514-934-1934,"1650 Cedar Ave, Montreal, Quebec H3H 1V8, Canada",https://www.linkedin.com/company/muhc,https://www.facebook.com/CUSM.MUHC,https://www.instagram.com/cusm_muhc,3.1,867,,,,Hospitals in Montreal,https://www.google.com/maps/place/Montreal+General+Hospital/data=!4m7!3m6!1s0x4cc91a167f10f3ab:0xa8a8fcfe87a9fb07!8m2!3d45.4969179!4d-73.588787!16zL20vMGd6cXhq!19sChIJq_MQfxYayUwRB_uph_78qKg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:18:51.912Z,,,healthcare,healthcare,,,,false,0.7,rules,north-america
Hôpital Notre-Dame,Medical Center,https://ciusss-centresudmtl.gouv.qc.ca/etablissement/hopital-notre-dame,,,+1 514-413-8777,"1560 R. Sherbrooke E, Montréal, QC H2L 4M1, Canada",https://www.linkedin.com/company/santequebeccentre-sud-de-l-ile-de-montreal-universitaire,https://www.facebook.com/santequebec.centresudilemontreal,https://www.instagram.com/santequebec.csmtl,3.1,922,,,,Hospitals in Montreal,https://www.google.com/maps/place/H%C3%B4pital+Notre-Dame/data=!4m7!3m6!1s0x4cc91bb849a9b609:0xce8de48b16919b48!8m2!3d45.5255337!4d-73.5627179!16s%2Fm%2F0hr70lm!19sChIJCbapSbgbyUwRSJuRFovkjc4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:18:51.912Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,north-america
St. Mary's Hospital,University hospital,https://www.ciusss-ouestmtl.gouv.qc.ca/installations/centres-hospitaliers-de-soins-generaux-et-specialises/centre-hospitalier-de-st-mary/,,,+1 514-345-3511,"3830 Av. Lacombe, Montréal, QC H3T 0A2, Canada",https://www.linkedin.com/company/santequebec-ouestilemontreal/,https://www.facebook.com/santequebec.ouestilemontreal,https://www.instagram.com/santequebec.oimtl,3.2,797,,,,Hospitals in Montreal,https://www.google.com/maps/place/St.+Mary%27s+Hospital/data=!4m7!3m6!1s0x4cc919e55dca2f29:0xeac5a75a92a72b8a!8m2!3d45.4947796!4d-73.6239577!16s%2Fm%2F07kd83q!19sChIJKS_KXeUZyUwRiiunklqnxeo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:18:51.912Z,,,healthcare,healthcare; education-training,education-training,,,false,0.6,rules,north-america
Montreal Children's Hospital,Children's hospital,https://montrealchildrenshospital.ca/,,,+1 514-412-4400,"1001 Bd Décarie, Montréal, QC H4A 3H9, Canada",https://www.linkedin.com/company/hme-mch/,https://www.facebook.com/HME.MCH/,https://www.instagram.com/hme.mch,3.2,900,,,,Hospitals in Montreal,https://www.google.com/maps/place/Montreal+Children%27s+Hospital/data=!4m7!3m6!1s0x4cc91a6d998154a5:0x5694ff2d2f46faea!8m2!3d45.4725234!4d-73.6016545!16zL20vMGdfNW5q!19sChIJpVSBmW0ayUwR6vpGLy3_lFY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:18:51.912Z,,,healthcare,healthcare,,,,false,0.7,rules,north-america
Hôpital Santa Cabrini,Hospital,https://ciusss-estmtl.gouv.qc.ca/etablissement/hopital-santa-cabrini-ospedale,,,+1 514-252-6000,"5655 Rue Saint-Zotique Est, Montréal, QC H1T 1P7, Canada",https://www.linkedin.com/company/santequebecestdeliledemontreal,https://www.facebook.com/santequebec.estilemontreal,https://www.instagram.com/santequebec.eimtl/,2.5,778,,,,Hospitals in Montreal,https://www.google.com/maps/place/H%C3%B4pital+Santa+Cabrini/data=!4m7!3m6!1s0x4cc91e848c1de67b:0x2f4872aa39835b52!8m2!3d45.579857!4d-73.5717444!16s%2Fg%2F11c2mcq_vk!19sChIJe-YdjIQeyUwRUluDOapySC8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:18:51.912Z,,,healthcare,healthcare,,,,false,0.7,rules,north-america
Eastern Health Maroondah,General hospital,http://www.easternhealth.org.au/locations/maroondah-hospital,,,+61 1300 342 255,"1/15 Davey Dr, Ringwood East VIC 3135, Australia",https://au.linkedin.com/company/easternhealthau,https://www.facebook.com/easternhealthau/,https://www.instagram.com/easternhealthau/,3.2,501,,,,Hospitals in Melbourne,https://www.google.com/maps/place/Eastern+Health+Maroondah/data=!4m7!3m6!1s0x6ad63a45e81d77df:0xd02ab91240179f36!8m2!3d-37.8069434!4d145.2544854!16s%2Fg%2F1thml3vc!19sChIJ33cd6EU61moRNp8XQBK5KtA?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,47,C,2026-08-19T21:20:22.415Z,,,healthcare,healthcare,,,,false,0.7,rules,apac-anz
Numerix Software Limited,it,https://numerix.com,support@numerix.com,support@numerix.com; sales@numerix.com; partners@numerix.com,,"41, Eastcheap, London, EC3M 1DT",https://www.linkedin.com/company/numerix,,,,,,,,tech/London,https://www.openstreetmap.org/node/7783548785,openstreetmap,normal_scraper,alive,47,C,2026-08-19T21:23:48.602Z,,,data-analytics-bi,data-analytics-bi; web-development; professional-services; digital-marketing,web-development; professional-services; digital-marketing,,,false,0.55,web,europe
montrose studio,dentist,https://www.montrosesmilestudio.com,info@montrosesmilestudio.com,info@montrosesmilestudio.com,+44 20 8894 4639,,https://www.linkedin.com/company/montrose-smile-studio/,https://www.facebook.com/MontroseSmileStudioTwickenhamDentist/,https://www.instagram.com/explore/locations/766211956856272/montrose-smile-studio/,,,,,,healthcare/London,https://www.openstreetmap.org/node/929323313,openstreetmap,normal_scraper,alive,47,C,2026-08-19T21:29:58.146Z,,,healthcare,healthcare; media-entertainment,media-entertainment,,,false,0.7999999999999999,rules,europe
